b_city,b_street_name,b_street_number,b_zip,c_city,c_street_name,c_street_number,c_zip,cnt,cnt2,cs1_year,cs2_year,product_name,s11,s12,s21,s22,s31,s32,store_name,store_zip
Belmont,East Davis,430,90191,New Hope,Main ,748,79431,1,1,2000,2001,pribareingeseeing,73.0,65.28,77.38,73.76,0.0,0.0,ought,39431
,9th Meadow,,32812,Green Acres,Franklin ,123,27683,1,1,2000,2001,pricallycallypripriought,93.81,70.99,170.73,90.86,0.0,0.0,able,38828
Kingston,Fifth ,197,64975,Riverview,Second ,106,99003,1,1,2000,2001,pricallycallypripriought,13.07,16.1,13.72,17.71,0.0,0.0,bar,78048
Riverdale,Sunset ,781,79391,Springfield,Sixth ,871,49303,1,1,2000,2001,pricallycallypripriought,43.94,78.32,83.92,115.91,0.0,0.0,eing,35709
Five Points,8th Willow,416,66098,Five Forks,South ,685,12293,1,1,2000,2001,pricallycallypripriought,48.78,33.46,53.65,55.87,0.0,0.0,ese,58048
Union Hill,5th ,456,37746,Highland,Laurel ,524,79454,1,1,2000,2001,pricallycallypripriought,61.53,64.61,104.6,106.6,0.0,0.0,ought,38828
Five Forks,View Maple,464,22293,Stringtown,Hickory Washington,257,40162,1,1,2000,2001,prieingeseesebarought,84.43,2.13,161.26,2.49,0.0,0.0,anti,33451
Springdale,Jefferson Pine,663,48883,Belleview,Spruce ,123,50492,1,1,2000,2001,prieingeseesebarought,91.32,84.21,129.67,145.68,0.0,0.0,bar,49431
Gum Springs,Ninth Wilson,605,92106,Antioch,,,38605,1,1,2000,2001,prieingeseesebarought,94.01,61.86,128.79,76.08,0.0,0.0,bar,78048
Red Hill,4th North,533,24338,Belmont,Railroad Oak,703,20191,1,1,2000,2001,prieingeseesebarought,21.23,34.73,40.33,47.58,0.0,0.0,eing,49231
Woodlawn,Hill ,20,34098,Riverdale,,609,19391,1,1,2000,2001,prieingeseesebarought,87.35,40.46,165.96,59.47,0.0,1055.41,eing,38370
Belmont,Mill Hickory,780,70191,Star,8th Park,698,20725,1,1,2000,2001,prieingeseesebarought,72.5,44.46,96.42,71.58,0.0,0.0,n st,78721
Bridgeport,North ,215,65817,Macedonia,Cherry Smith,1,71087,1,1,2000,2001,prieseantiesepriought,79.49,43.23,98.56,63.54,3851.7,0.0,able,35281
Bridgeport,North ,215,65817,Macedonia,Cherry Smith,1,71087,1,1,2000,2001,prieseantiesepriought,79.49,52.74,98.56,88.6,3851.7,0.0,able,35281
Fairfield,6th 15th,186,46192,Lebanon,2nd ,821,82898,1,1,2000,2001,prieseantiesepriought,34.63,98.33,54.71,163.22,0.0,0.0,bar,34136
,Meadow ,152,20854,Fairview,2nd 4th,412,45709,1,1,2000,2001,prieseantiesepriought,55.27,94.66,80.14,130.63,544.03,0.0,bar,43451
Shiloh,Willow ,808,29275,Ashland,Jefferson Ridge,392,44244,1,1,2000,2001,prieseantiesepriought,16.44,56.39,30.08,112.21,0.0,2624.12,cally,32477
Marion,Spruce ,442,40399,Macedonia,Elm Church,,71087,1,1,2000,2001,prieseantiesepriought,7.0,46.43,12.81,61.28,0.0,0.0,eing,26098
Silver Creek,Cedar ,313,34546,Wilson,Sycamore Smith,450,26971,1,1,2000,2001,prieseantiesepriought,81.76,5.74,161.88,7.86,0.0,0.0,pri,66098
Silver Creek,Cedar ,313,34546,Wilson,Sycamore Smith,450,26971,1,1,2000,2001,prieseantiesepriought,81.76,58.88,161.88,115.99,0.0,0.0,pri,66098
,View Oak,,,Highland,River ,580,29454,1,1,2000,2001,prioughtoughtn stanti,30.18,7.3,45.87,13.21,0.0,0.0,ation,39843
Riverdale,2nd ,5,29391,Brookville,Laurel ,503,23524,1,1,2000,2001,prioughtoughtn stanti,88.78,56.93,94.99,67.74,0.0,0.0,bar,73604
Salem,,927,58048,Forest Hills,Church ,410,69237,1,1,2000,2001,prioughtoughtn stanti,46.82,60.31,59.92,119.41,0.0,0.0,cally,69231
Union Hill,Ash ,636,57746,Franklin,Pine ,672,89101,1,1,2000,2001,prioughtoughtn stanti,5.39,22.38,5.44,37.15,141.04,1788.64,eing,61904
Bethel,Miller Willow,466,55281,Pine Grove,Miller ,242,34593,1,1,2000,2001,prioughtoughtn stanti,11.74,18.04,18.78,26.33,0.0,19.89,eing,71904
Jamestown,Sycamore ,833,36867,Bunker Hill,Elevnth 9th,738,80150,1,1,2000,2001,prioughtoughtn stanti,52.48,9.2,83.96,10.21,0.0,0.0,eing,33451
Jamestown,Sycamore ,833,36867,Bunker Hill,Elevnth 9th,738,80150,1,1,2000,2001,prioughtoughtn stanti,52.48,24.07,83.96,42.12,0.0,0.0,eing,33451
Mountain View,Hillcrest College,815,54466,Stringtown,,827,80162,1,1,2000,2001,prioughtoughtn stanti,70.97,47.02,95.8,84.16,0.0,0.0,eing,78048
Newtown,,585,,Fairview,Hickory ,733,25709,1,1,2000,2001,prioughtoughtn stanti,98.56,27.61,167.55,45.55,0.0,0.0,ese,58048
Cedar,Center South,530,61229,Clifton,Wilson Spring,58,98014,1,1,2000,2001,prioughtoughtn stanti,93.8,33.96,106.93,60.44,0.0,0.0,ought,39431
Mount Olive,Railroad Highland,975,78059,Macedonia,9th ,2,71087,1,1,2000,2001,pripribarn stn stought,37.67,70.13,51.23,103.79,0.0,0.0,able,65281
Cedar Grove,4th ,736,40411,Florence,1st Washington,228,33394,1,1,2000,2001,pripribarn stn stought,21.61,78.59,22.69,146.17,0.0,0.0,anti,59843
Brunswick,Hickory ,583,54642,Woodland,Ridge River,303,54854,1,1,2000,2001,pripribarn stn stought,18.0,77.6,24.3,106.31,0.0,0.0,bar,40059
Clifton,9th Adams,331,48014,Woodbury,Meadow ,718,54489,1,1,2000,2001,pripribarn stn stought,46.14,1.96,80.28,2.7,0.0,0.0,bar,73604
Belmont,Cherry ,975,60191,Springfield,10th ,604,59303,1,1,2000,2001,pripribarn stn stought,65.69,30.42,81.45,49.58,0.0,0.0,bar,70059
Franklin,West Oak,532,79101,Rosewood,South ,182,62205,1,1,2000,2001,pripribarn stn stought,72.01,83.84,82.81,154.26,2579.28,0.0,bar,43604
Plainview,13th ,849,33683,Clifton,Ninth ,631,28014,1,1,2000,2001,pripribarn stn stought,88.13,30.42,88.13,49.58,2573.71,0.0,bar,70059
Farmington,6th ,765,39145,,Washington Pine,,,1,1,2000,2001,pripribarn stn stought,15.17,46.66,20.47,63.92,0.0,0.0,cally,52477
Brownsville,Third Walnut,736,59310,Arlington,2nd ,771,16557,1,1,2000,2001,pripribarn stn stought,57.12,2.14,66.83,3.78,0.0,0.0,cally,40059
Concord,Sixth 2nd,895,34107,Bridgeport,Hill ,314,85817,1,1,2000,2001,pripribarn stn stought,97.94,46.66,157.68,63.92,2380.9,0.0,cally,52477
Mountain View,Lakeview ,463,74466,Belmont,9th ,465,50191,1,1,2000,2001,pripribarn stn stought,12.68,56.36,19.9,108.77,0.0,0.0,eing,49231
Deerfield,Cedar Dogwood,65,99840,Farmington,Walnut Lincoln,194,49145,1,1,2000,2001,pripribarn stn stought,65.9,1.05,112.68,1.9,0.0,0.0,eing,79231
Deerfield,Cedar Dogwood,65,99840,Farmington,Walnut Lincoln,194,49145,1,1,2000,2001,pripribarn stn stought,65.9,12.04,112.68,13.84,0.0,0.0,eing,79231
Sulphur Springs,North Elm,147,58354,Oakwood,View ,408,70169,1,1,2000,2001,pripribarn stn stought,24.83,34.25,29.54,35.62,0.0,0.0,ese,23451
Sulphur Springs,North Elm,147,58354,Oakwood,View ,408,70169,1,1,2000,2001,pripribarn stn stought,24.83,70.4,29.54,78.14,0.0,0.0,ese,23451
Sunnyside,Mill 11th,121,51952,Chestnut Ridge,Second ,72,27334,1,1,2000,2001,pripribarn stn stought,35.94,24.72,55.34,27.19,0.0,0.0,ese,58048
,Spring 3rd,,,Lincoln,8th ,126,41289,1,1,2000,2001,pripribarn stn stought,44.15,85.3,54.3,86.15,0.0,0.0,n st,42812
Fairview,8th ,898,85709,Waterloo,Third Sixth,600,51675,1,1,2000,2001,pripribarn stn stought,91.78,85.3,157.86,86.15,0.0,0.0,n st,42812
Montpelier,South ,552,28930,Sunnyside,9th Spring,470,71952,1,1,2000,2001,pripribarn stn stought,99.72,85.3,132.62,86.15,0.0,0.0,n st,42812
Woodlawn,Railroad 4th,342,64098,Johnsonville,Oak ,947,87745,1,1,2000,2001,pripribarn stn stought,92.89,79.58,140.26,102.65,0.0,0.0,pri,72477
Lakeview,1st ,309,38579,Macedonia,Jackson ,906,31087,1,1,2000,2001,priprieseeingable,18.43,25.44,27.09,38.66,0.0,0.0,anti,31904
Lakeview,1st ,309,38579,Macedonia,Jackson ,906,31087,1,1,2000,2001,priprieseeingable,18.43,57.51,27.09,86.26,0.0,0.0,anti,31904
Sunnyside,13th 2nd,180,31952,,Washington ,,56971,1,1,2000,2001,priprieseeingable,68.05,43.3,70.77,58.88,0.0,0.0,ation,79843
Hamilton,3rd ,510,32808,,,,,1,1,2000,2001,priprieseeingable,47.18,64.22,80.67,107.24,0.0,0.0,bar,48828
Pleasant Valley,Maple Second,187,92477,Mountain View,,,,1,1,2000,2001,priprieseeingable,76.55,68.03,152.33,101.36,0.0,0.0,bar,38828
Pleasant Valley,Maple Second,187,92477,Mountain View,,,,1,1,2000,2001,priprieseeingable,76.55,82.66,152.33,164.49,0.0,0.0,bar,38828
Gum Springs,Washington Wilson,190,82106,Wildwood,Washington 7th,811,66871,1,1,2000,2001,priprieseeingable,36.33,95.93,45.04,182.26,0.0,0.0,cally,48828
Garrison,4th ,962,28767,Salem,5th Miller,219,78048,1,1,2000,2001,priprieseeingable,49.01,23.06,53.42,29.28,0.0,0.0,cally,32477
Hopewell,Hill Green,568,90587,Mount Vernon,Poplar Madison,78,38482,1,1,2000,2001,priprieseeingable,67.09,1.29,114.05,2.25,248.17,0.0,cally,58828
Wildwood,Cedar ,784,56871,Crossroads,Poplar Ash,433,60534,1,1,2000,2001,priprieseeingable,47.64,54.69,93.37,88.05,0.0,0.0,ese,33451
Wildwood,Cedar ,784,56871,Crossroads,Poplar Ash,433,60534,1,1,2000,2001,priprieseeingable,47.64,75.77,93.37,151.54,0.0,0.0,ese,33451
Walnut Grove,Pine Willow,106,77752,Shady Grove,11th ,573,32812,1,1,2000,2001,priprieseeingable,89.21,80.1,96.34,93.71,0.0,0.0,n st,28370
Farmington,7th ,621,69145,Oak Grove,Sixth ,649,88370,1,1,2000,2001,priprieseeingable,80.56,9.46,149.84,17.02,636.82,0.0,ought,39843
Pine Grove,12th Birch,226,84593,Arlington,,755,,1,1,2000,2001,,36.18,18.86,48.48,23.19,0.0,0.0,able,31904
Spring Valley,Main Willow,496,26060,Woodlawn,Park Lake,220,74098,1,1,2000,2001,,30.03,14.75,33.63,22.12,0.0,0.0,bar,38828
Spring Valley,Main Willow,496,26060,Woodlawn,Park Lake,220,74098,1,1,2000,2001,,30.03,44.79,33.63,87.78,0.0,0.0,bar,38828
Liberty,6th View,34,33451,Newport,Oak Ridge,633,41521,1,1,2000,2001,,81.13,12.13,153.33,23.53,860.84,8.74,bar,61933
Liberty,6th View,34,33451,Newport,Oak Ridge,633,41521,1,1,2000,2001,,81.13,58.41,153.33,60.16,860.84,0.0,bar,61933
Oakland,Poplar Broadway,984,99843,Belmont,Hill ,616,70191,1,1,2000,2001,,8.4,54.56,11.08,79.11,0.0,0.0,eing,79231
Glenwood,Ash Fourth,211,43511,Clifton,Lake ,213,78014,1,1,2000,2001,,32.15,98.28,43.4,170.02,0.0,0.0,ese,34136
Newtown,Mill ,830,71749,Wildwood,,,,1,1,2000,2001,,95.8,19.08,142.74,27.09,0.0,0.0,ought,39843
Greenville,Spring ,376,21387,Hamilton,Sycamore ,181,42808,1,1,2000,2001,,13.9,13.05,18.62,16.7,0.0,0.0,pri,38828
